timestamp,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5
2026-08-18T16:07:37.464528,50,46,46,45,45,48,0
2026-08-18T16:07:37.464528,49,47,46,44,45,48,0
2026-08-18T16:07:37.467528,50,48,46,43,46,47,0
2026-08-18T16:07:37.468528,49,49,46,44,44,47,0
2026-08-18T16:07:37.468528,50,51,46,43,44,48,0
2026-08-18T16:07:37.472399,49,52,46,43,44,47,0
2026-08-18T16:07:37.472399,49,52,46,43,45,48,0
2026-08-18T16:07:37.474422,49,52,46,44,44,46,0
2026-08-18T16:07:37.475406,50,52,46,43,45,48,0
2026-08-18T16:07:37.476614,50,51,46,44,44,47,0
2026-08-18T16:07:37.477767,49,50,47,43,44,48,0
2026-08-18T16:07:37.479764,49,48,47,43,46,47,0
2026-08-18T16:07:37.480819,49,46,46,43,45,47,0
2026-08-18T16:07:37.481745,49,45,46,43,43,48,0
2026-08-18T16:07:37.484233,49,44,46,44,45,46,0
2026-08-18T16:07:37.484233,49,45,46,43,45,46,0
2026-08-18T16:07:37.485209,49,46,45,43,43,47,0
2026-08-18T16:07:37.488527,49,48,46,43,44,47,0
2026-08-18T16:07:37.488527,48,50,44,43,44,47,0
2026-08-18T16:07:37.488527,48,50,44,43,45,46,0
2026-08-18T16:07:37.492335,49,51,45,43,44,46,0
2026-08-18T16:07:37.492335,49,52,46,42,44,46,0
2026-08-18T16:07:37.493338,49,52,45,43,45,47,0
2026-08-18T16:07:37.496335,50,51,46,43,44,46,0
2026-08-18T16:07:37.497336,48,50,45,43,45,46,0
2026-08-18T16:07:37.497336,49,49,46,42,44,47,0
2026-08-18T16:07:37.500334,49,47,46,43,45,45,0
2026-08-18T16:07:37.501332,49,46,45,43,44,46,0
2026-08-18T16:07:37.501332,49,45,45,43,45,46,0
2026-08-18T16:07:37.504437,48,45,46,43,44,47,0
2026-08-18T16:07:37.505248,49,46,45,43,45,46,0
2026-08-18T16:07:37.505248,48,47,45,42,44,46,0
2026-08-18T16:07:37.508706,49,48,46,43,45,45,0
2026-08-18T16:07:37.509604,48,49,45,43,45,46,0
2026-08-18T16:07:37.509604,48,50,45,43,44,46,0
2026-08-18T16:07:37.512733,49,51,45,42,44,45,0
2026-08-18T16:07:37.513602,49,52,45,42,44,46,0
2026-08-18T16:07:37.513602,48,50,44,42,45,45,0
2026-08-18T16:07:37.516615,48,49,45,42,44,45,0
2026-08-18T16:07:37.517600,48,49,45,43,44,46,0
2026-08-18T16:07:37.517600,49,48,45,43,45,46,0
2026-08-18T16:07:37.521150,49,47,45,44,44,46,0
2026-08-18T16:07:37.521736,48,46,44,43,45,46,0
2026-08-18T16:07:37.523126,48,45,45,42,43,45,0
2026-08-18T16:07:37.524143,48,45,45,42,44,46,0
2026-08-18T16:07:37.525632,48,46,45,42,44,45,0
2026-08-18T16:07:37.526641,48,47,44,43,45,45,0
2026-08-18T16:07:37.528687,48,48,45,43,44,45,0
2026-08-18T16:07:37.529668,47,49,45,43,44,46,0
2026-08-18T16:07:37.530685,49,50,44,42,43,45,0
2026-08-18T16:07:37.533675,49,51,45,42,44,46,0
2026-08-18T16:07:37.533675,48,52,44,42,44,46,0
2026-08-18T16:07:37.534677,49,51,45,42,43,46,0
2026-08-18T16:07:37.537678,49,49,45,42,44,44,0
2026-08-18T16:07:37.538679,47,49,44,43,44,45,0
2026-08-18T16:07:37.538679,49,47,44,43,43,45,0
2026-08-18T16:07:37.541679,47,45,45,42,44,44,0
2026-08-18T16:07:37.541679,48,45,44,43,44,46,0
2026-08-18T16:07:37.542686,49,45,45,43,43,45,0
2026-08-18T16:07:37.545679,48,45,45,42,44,47,0
2026-08-18T16:07:37.545679,48,47,44,43,44,45,0
2026-08-18T16:07:37.547190,48,47,44,42,43,46,0
2026-08-18T16:07:37.550021,47,49,45,44,44,46,0
2026-08-18T16:07:37.550021,49,50,44,43,44,46,0
2026-08-18T16:07:37.551031,48,50,45,42,43,46,0
2026-08-18T16:07:37.553395,49,51,45,42,44,46,0
2026-08-18T16:07:37.554388,47,51,44,43,44,46,0
2026-08-18T16:07:37.554388,48,50,44,42,43,46,0
2026-08-18T16:07:37.558081,48,49,44,42,44,46,0
2026-08-18T16:07:37.558081,48,48,45,42,44,45,0
2026-08-18T16:07:37.558081,48,46,44,42,44,45,0
2026-08-18T16:07:37.562184,49,45,45,42,44,46,0
2026-08-18T16:07:37.562184,49,45,45,43,44,46,0
2026-08-18T16:07:37.562184,48,45,44,43,43,45,0
2026-08-18T16:07:37.566182,47,45,45,42,44,46,0
2026-08-18T16:07:37.566182,48,47,44,43,44,46,0
2026-08-18T16:07:37.566960,48,48,45,42,44,44,0
2026-08-18T16:07:37.569980,48,49,44,42,44,44,0
2026-08-18T16:07:37.570966,47,50,45,43,44,45,0
2026-08-18T16:07:37.570966,49,50,44,42,44,45,0
2026-08-18T16:07:37.573982,48,51,44,42,44,46,0
2026-08-18T16:07:37.574967,47,51,45,42,44,46,0
2026-08-18T16:07:37.575966,48,50,44,41,44,46,0
2026-08-18T16:07:37.577967,48,49,45,42,44,44,0
2026-08-18T16:07:37.578967,47,49,45,43,44,46,0
2026-08-18T16:07:37.580012,48,46,45,42,44,46,0
2026-08-18T16:07:37.582027,49,46,44,42,45,45,0
2026-08-18T16:07:37.583027,47,45,44,42,44,45,0
2026-08-18T16:07:37.583027,48,44,45,42,44,46,0
2026-08-18T16:07:37.587028,48,45,45,42,44,46,0
2026-08-18T16:07:37.587028,48,47,45,43,44,46,0
2026-08-18T16:07:37.588030,48,48,45,42,44,46,0
2026-08-18T16:07:37.590046,49,49,45,42,44,44,0
2026-08-18T16:07:37.591028,47,51,44,42,44,46,0
2026-08-18T16:07:37.592028,48,51,45,42,45,45,0
2026-08-18T16:07:37.594185,49,51,45,42,43,45,0
2026-08-18T16:07:37.595169,49,50,45,43,44,46,0
2026-08-18T16:07:37.596169,49,50,45,42,44,44,0
2026-08-18T16:07:37.599170,47,49,45,43,44,46,0
2026-08-18T16:07:37.599170,48,47,44,43,44,46,0
2026-08-18T16:07:37.600183,48,46,44,43,44,46,0
2026-08-18T16:07:37.603167,49,46,45,43,44,46,0
2026-08-18T16:07:37.603167,47,45,45,42,44,44,0
2026-08-18T16:07:37.603167,49,45,45,43,44,46,0
2026-08-18T16:07:37.606829,49,47,45,42,44,45,0
2026-08-18T16:07:37.607858,47,48,43,43,44,45,0
2026-08-18T16:07:37.607858,48,50,44,43,44,46,0
2026-08-18T16:07:37.610856,49,50,45,42,45,45,0
2026-08-18T16:07:37.611842,49,51,44,42,44,45,0
2026-08-18T16:07:37.611842,48,52,45,42,44,45,0
2026-08-18T16:07:37.615511,47,51,45,43,44,44,0
2026-08-18T16:07:37.616036,47,51,45,43,44,46,0
2026-08-18T16:07:37.616036,48,50,44,42,45,45,0
2026-08-18T16:07:37.619065,48,49,45,42,45,44,0
2026-08-18T16:07:37.620065,47,47,45,42,44,46,0
2026-08-18T16:07:37.620065,49,46,45,42,44,45,0
2026-08-18T16:07:37.623316,49,46,45,42,44,46,0
2026-08-18T16:07:37.624419,48,46,45,43,44,46,0
2026-08-18T16:07:37.625036,50,46,45,43,44,46,0
2026-08-18T16:07:37.627176,49,47,44,42,43,47,0
2026-08-18T16:07:37.628161,49,49,44,43,44,45,0
2026-08-18T16:07:37.628161,49,50,45,42,44,45,0
2026-08-18T16:07:37.631177,49,50,45,42,44,45,0
2026-08-18T16:07:37.632161,48,51,46,42,44,46,0
2026-08-18T16:07:37.632161,47,51,44,43,44,45,0
2026-08-18T16:07:37.635178,49,51,45,42,43,44,0
2026-08-18T16:07:37.636161,48,50,43,43,45,46,0
2026-08-18T16:07:37.636161,47,50,45,42,45,45,0
2026-08-18T16:07:37.639098,49,48,45,42,44,46,0
2026-08-18T16:07:37.640213,47,47,44,43,44,46,0
2026-08-18T16:07:37.640213,48,46,44,43,44,46,0
2026-08-18T16:07:37.644215,49,45,44,43,44,44,0
2026-08-18T16:07:37.644215,48,45,44,43,44,46,0
2026-08-18T16:07:37.644215,48,47,45,43,45,46,0
2026-08-18T16:07:37.647384,49,48,45,42,44,46,0
2026-08-18T16:07:37.648392,47,49,45,43,44,44,0
2026-08-18T16:07:37.648392,48,50,44,42,43,45,0
2026-08-18T16:07:37.652402,48,51,45,42,44,44,0
2026-08-18T16:07:37.652402,47,52,45,42,45,46,0
2026-08-18T16:07:37.653402,49,51,45,42,44,45,0
2026-08-18T16:07:37.656117,48,51,45,43,44,45,0
2026-08-18T16:07:37.656642,48,50,44,42,44,46,0
2026-08-18T16:07:37.656642,49,49,44,42,43,46,0
2026-08-18T16:07:37.659768,48,48,45,43,44,46,0
2026-08-18T16:07:37.660768,48,46,45,42,44,46,0
2026-08-18T16:07:37.660768,49,45,45,43,44,46,0
2026-08-18T16:07:37.664769,48,45,44,42,44,45,0
2026-08-18T16:07:37.664769,47,45,45,43,44,46,0
2026-08-18T16:07:37.664769,49,46,45,42,43,45,0
2026-08-18T16:07:37.668773,49,48,44,43,44,45,0
2026-08-18T16:07:37.668773,47,49,43,43,44,46,0
2026-08-18T16:07:37.668773,48,50,45,42,44,45,0
2026-08-18T16:07:37.672114,48,50,44,42,44,46,0
2026-08-18T16:07:37.673124,47,51,45,42,44,46,0
2026-08-18T16:07:37.673124,48,51,44,42,44,46,0
2026-08-18T16:07:37.676141,49,51,44,42,44,46,0
2026-08-18T16:07:37.677134,47,49,45,42,44,45,0
2026-08-18T16:07:37.677134,49,49,45,42,44,46,0
2026-08-18T16:07:37.681133,48,47,45,43,44,46,0
2026-08-18T16:07:37.681133,48,46,45,43,44,47,0
2026-08-18T16:07:37.682134,49,45,45,42,45,46,0
2026-08-18T16:07:37.685132,47,45,44,43,44,46,0
2026-08-18T16:07:37.685132,47,45,45,43,44,46,0
2026-08-18T16:07:37.686134,49,46,45,43,44,46,0
2026-08-18T16:07:37.689068,47,49,44,43,44,46,0
2026-08-18T16:07:37.690075,47,50,43,43,44,46,0
2026-08-18T16:07:37.690075,49,49,45,42,44,45,0
2026-08-18T16:07:37.693185,47,51,45,42,44,44,0
2026-08-18T16:07:37.693185,47,51,45,43,44,45,0
2026-08-18T16:07:37.694180,48,51,45,42,44,46,0
2026-08-18T16:07:37.697284,49,50,44,43,44,46,0
2026-08-18T16:07:37.697284,48,50,45,42,44,46,0
2026-08-18T16:07:37.698284,48,48,45,43,44,46,0
2026-08-18T16:07:37.701283,47,46,45,42,44,46,0
2026-08-18T16:07:37.702284,48,46,46,43,44,46,0
2026-08-18T16:07:37.702284,49,45,46,43,45,46,0
2026-08-18T16:07:37.705289,48,45,45,43,44,46,0
2026-08-18T16:07:37.706286,48,46,44,42,44,46,0
2026-08-18T16:07:37.706286,48,47,45,42,44,46,0
2026-08-18T16:07:37.709514,48,47,45,43,44,46,0
2026-08-18T16:07:37.709514,48,50,44,43,44,46,0
2026-08-18T16:07:37.710628,48,50,45,42,44,44,0
2026-08-18T16:07:37.713629,47,51,45,43,45,46,0
2026-08-18T16:07:37.714525,48,52,45,43,43,46,0
2026-08-18T16:07:37.714525,49,51,44,43,44,46,0
2026-08-18T16:07:37.717527,48,50,45,42,45,46,0
2026-08-18T16:07:37.718528,48,50,43,42,44,46,0
2026-08-18T16:07:37.718528,49,48,46,42,45,47,0
2026-08-18T16:07:37.721517,48,47,44,43,45,46,0
2026-08-18T16:07:37.722514,49,45,44,42,43,45,0
2026-08-18T16:07:37.722514,49,45,45,42,45,46,0
2026-08-18T16:07:37.725474,48,45,44,42,44,46,0
2026-08-18T16:07:37.726475,49,46,44,43,45,45,0
2026-08-18T16:07:37.726475,48,48,45,42,44,46,0
2026-08-18T16:07:37.729482,49,49,44,43,45,45,0
2026-08-18T16:07:37.730481,49,50,45,42,45,46,0
2026-08-18T16:07:37.730481,49,50,44,42,45,46,0
2026-08-18T16:07:37.734479,48,51,45,42,44,46,0
2026-08-18T16:07:37.734479,48,52,44,43,44,46,0
2026-08-18T16:07:37.734479,48,51,45,43,45,46,0
2026-08-18T16:07:37.739163,48,50,45,43,44,46,0
2026-08-18T16:07:37.739163,49,48,45,42,43,45,0
2026-08-18T16:07:37.740166,49,48,45,44,44,46,0
2026-08-18T16:07:37.741857,48,46,45,43,44,46,0
2026-08-18T16:07:37.742962,49,45,45,43,45,44,0
2026-08-18T16:07:37.742962,49,45,45,43,44,46,0
2026-08-18T16:07:37.745962,49,45,43,43,45,45,0
2026-08-18T16:07:37.746954,48,47,44,42,44,47,0
2026-08-18T16:07:37.746954,49,48,44,42,43,45,0
2026-08-18T16:07:37.749880,48,49,45,43,44,46,0
2026-08-18T16:07:37.750869,49,50,46,42,43,45,0
2026-08-18T16:07:37.750869,48,50,45,42,44,44,0
2026-08-18T16:07:37.751854,48,51,44,42,43,46,0
2026-08-18T16:07:37.755223,48,52,45,42,43,45,0
2026-08-18T16:07:37.755223,49,50,45,42,44,46,0
2026-08-18T16:07:37.756296,48,49,45,42,43,46,0
2026-08-18T16:07:37.758293,48,48,45,42,43,44,0
2026-08-18T16:07:37.759293,49,47,44,42,44,45,0
2026-08-18T16:07:37.759293,49,46,43,43,43,45,0
2026-08-18T16:07:37.762812,48,45,44,43,43,45,0
2026-08-18T16:07:37.762812,48,45,44,42,44,45,0
2026-08-18T16:07:37.763811,48,46,44,41,44,45,0
2026-08-18T16:07:37.766823,49,46,44,42,43,45,0
2026-08-18T16:07:37.766823,48,48,45,41,44,44,0
2026-08-18T16:07:37.767808,49,50,44,42,43,44,0
2026-08-18T16:07:37.771521,48,50,43,41,43,45,0
2026-08-18T16:07:37.771521,48,51,44,42,43,45,0
2026-08-18T16:07:37.772619,48,51,44,41,44,44,0
2026-08-18T16:07:37.775382,48,51,43,41,43,45,0
2026-08-18T16:07:37.775382,49,49,44,42,44,45,0
2026-08-18T16:07:37.775382,47,48,44,42,43,44,0
2026-08-18T16:07:37.779386,48,47,44,41,43,44,0
2026-08-18T16:07:37.779386,48,45,44,41,43,44,0
2026-08-18T16:07:37.779386,47,44,44,42,44,44,0
2026-08-18T16:07:37.782653,48,44,43,43,43,44,0
2026-08-18T16:07:37.783653,48,44,44,41,43,43,0
2026-08-18T16:07:37.783653,47,46,44,41,45,44,0
2026-08-18T16:07:37.787653,48,46,44,41,43,44,0
2026-08-18T16:07:37.787653,48,48,44,41,43,44,0
2026-08-18T16:07:37.788654,48,49,43,41,43,44,0
2026-08-18T16:07:37.791713,48,50,43,42,43,44,0
2026-08-18T16:07:37.791713,48,50,44,41,42,44,0
2026-08-18T16:07:37.792217,48,50,44,41,44,44,0
2026-08-18T16:07:37.795732,48,50,44,42,43,45,0
2026-08-18T16:07:37.795732,49,49,44,42,43,44,0
2026-08-18T16:07:37.796224,48,48,44,41,44,44,0
2026-08-18T16:07:37.799257,48,46,44,42,43,45,0
2026-08-18T16:07:37.799257,48,45,44,41,43,44,0
2026-08-18T16:07:37.799257,48,44,44,42,43,44,0
2026-08-18T16:07:37.803173,48,44,44,42,43,43,0
2026-08-18T16:07:37.804290,48,44,44,41,43,45,0
2026-08-18T16:07:37.804795,47,46,44,42,43,44,0
2026-08-18T16:07:37.807704,48,46,44,41,43,45,0
2026-08-18T16:07:37.807704,48,48,44,42,43,44,0
2026-08-18T16:07:37.808705,48,49,44,42,43,43,0
2026-08-18T16:07:37.811815,48,49,44,41,43,45,0
2026-08-18T16:07:37.811815,48,50,44,42,43,46,0
2026-08-18T16:07:37.812787,48,50,44,42,44,44,0
2026-08-18T16:07:37.815718,48,50,43,41,43,45,0
2026-08-18T16:07:37.815718,48,48,44,42,44,46,0
2026-08-18T16:07:37.816702,48,47,44,41,43,45,0
2026-08-18T16:07:37.819717,48,46,44,42,44,45,0
2026-08-18T16:07:37.819717,49,45,44,42,43,45,0
2026-08-18T16:07:37.820716,48,44,44,42,44,44,0
2026-08-18T16:07:37.824072,48,44,44,42,43,43,0
2026-08-18T16:07:37.824072,48,45,44,42,43,46,0
2026-08-18T16:07:37.825078,48,46,45,42,43,44,0
2026-08-18T16:07:37.828076,48,47,44,42,42,43,0
2026-08-18T16:07:37.828076,47,49,45,42,43,44,0
2026-08-18T16:07:37.829076,48,49,44,42,44,44,0
2026-08-18T16:07:37.832073,49,50,44,42,43,44,0
2026-08-18T16:07:37.832073,49,51,44,42,43,45,0
2026-08-18T16:07:37.833074,48,50,44,41,44,45,0
2026-08-18T16:07:37.836086,48,50,44,42,45,45,0
2026-08-18T16:07:37.837087,47,48,44,42,44,44,0
2026-08-18T16:07:37.837087,48,47,44,42,43,45,0
2026-08-18T16:07:37.840447,48,45,45,42,44,46,0
2026-08-18T16:07:37.840447,48,45,44,42,44,45,0
2026-08-18T16:07:37.841447,48,44,43,42,44,45,0
2026-08-18T16:07:37.844449,48,44,44,42,43,45,0
2026-08-18T16:07:37.844449,48,46,44,41,44,44,0
2026-08-18T16:07:37.845447,48,47,44,42,44,45,0
2026-08-18T16:07:37.848448,48,48,44,42,43,45,0
2026-08-18T16:07:37.849447,48,49,44,42,44,45,0
2026-08-18T16:07:37.849447,48,50,44,42,43,45,0
2026-08-18T16:07:37.852447,48,50,44,42,45,45,0
2026-08-18T16:07:37.853448,48,51,44,42,44,44,0
2026-08-18T16:07:37.853448,48,50,44,42,43,44,0
2026-08-18T16:07:37.856448,49,48,44,42,44,47,0
2026-08-18T16:07:37.856448,48,48,44,42,44,45,0
2026-08-18T16:07:37.857689,48,47,46,43,44,46,0
2026-08-18T16:07:37.860683,49,45,45,42,44,45,0
2026-08-18T16:07:37.861666,49,45,45,42,44,46,0
2026-08-18T16:07:37.861666,48,44,45,43,45,46,0
2026-08-18T16:07:37.864682,49,45,46,42,44,45,0
2026-08-18T16:07:37.865682,49,47,46,42,44,45,0
2026-08-18T16:07:37.865682,48,47,45,43,44,46,0
2026-08-18T16:07:37.868682,48,49,44,42,43,45,0
2026-08-18T16:07:37.869682,49,50,46,43,44,46,0
2026-08-18T16:07:37.869682,48,50,45,43,44,46,0
2026-08-18T16:07:37.873119,48,51,45,42,44,45,0
2026-08-18T16:07:37.873119,48,51,45,42,44,46,0
2026-08-18T16:07:37.874197,48,51,45,43,45,45,0
2026-08-18T16:07:37.877208,49,49,44,42,45,46,0
2026-08-18T16:07:37.878210,48,48,45,43,44,46,0
2026-08-18T16:07:37.878210,48,47,45,43,45,46,0
2026-08-18T16:07:37.881208,49,45,46,43,45,46,0
2026-08-18T16:07:37.882209,49,44,45,43,44,46,0
2026-08-18T16:07:37.882209,49,45,45,43,45,46,0
2026-08-18T16:07:37.885208,49,46,46,43,43,46,0
2026-08-18T16:07:37.886209,49,47,45,43,44,46,0
2026-08-18T16:07:37.887195,48,48,45,43,44,46,0
2026-08-18T16:07:37.889193,49,49,46,42,46,47,0
2026-08-18T16:07:37.890193,49,51,45,42,44,46,0
2026-08-18T16:07:37.890193,48,51,46,43,44,46,0
2026-08-18T16:07:37.893209,48,52,45,43,44,46,0
2026-08-18T16:07:37.894209,47,51,46,43,44,46,0
2026-08-18T16:07:37.894209,49,50,45,43,45,46,0
2026-08-18T16:07:37.898210,48,49,46,43,45,45,0
2026-08-18T16:07:37.898210,49,48,46,43,45,47,0
2026-08-18T16:07:37.899194,49,47,46,43,45,47,0
2026-08-18T16:07:37.902208,48,45,46,44,45,47,0
2026-08-18T16:07:37.902208,48,44,46,43,45,45,0
2026-08-18T16:07:37.903195,49,45,45,43,45,47,0
2026-08-18T16:07:37.906097,49,46,46,43,44,45,0
2026-08-18T16:07:37.906097,48,48,45,42,45,47,0
2026-08-18T16:07:37.906097,48,49,45,42,45,46,0
2026-08-18T16:07:37.910214,49,50,46,44,46,46,0
2026-08-18T16:07:37.910214,49,50,45,42,44,46,0
2026-08-18T16:07:37.911228,48,51,45,43,45,46,0
2026-08-18T16:07:37.914228,48,51,46,44,45,46,0
2026-08-18T16:07:37.914228,48,51,46,43,44,46,0
2026-08-18T16:07:37.915228,49,50,45,43,44,46,0
2026-08-18T16:07:37.918227,49,48,46,43,44,46,0
2026-08-18T16:07:37.918227,48,48,47,44,46,46,0
2026-08-18T16:07:37.919228,50,46,46,43,45,46,0
2026-08-18T16:07:37.922220,49,45,46,43,44,47,0
2026-08-18T16:07:37.923214,49,44,46,43,45,47,0
2026-08-18T16:07:37.923214,49,46,45,43,45,46,0
2026-08-18T16:07:37.926230,49,48,46,44,44,47,0
2026-08-18T16:07:37.927214,48,49,47,43,44,46,0
2026-08-18T16:07:37.927214,49,49,46,43,44,47,0
2026-08-18T16:07:37.930228,49,51,46,43,44,46,0
2026-08-18T16:07:37.931228,48,51,46,43,44,47,0
2026-08-18T16:07:37.931228,49,52,46,43,45,46,0
2026-08-18T16:07:37.934231,49,51,45,43,44,46,0
2026-08-18T16:07:37.935228,49,50,45,44,45,46,0
2026-08-18T16:07:37.935228,48,49,46,43,45,46,0
2026-08-18T16:07:37.938844,49,48,46,44,46,47,0
2026-08-18T16:07:37.938844,49,48,47,44,45,46,0
2026-08-18T16:07:37.940075,48,45,46,43,44,47,0
2026-08-18T16:07:37.942302,49,45,46,43,45,48,0
2026-08-18T16:07:37.943286,47,45,45,44,44,46,0
2026-08-18T16:07:37.943286,49,47,46,43,45,47,0
2026-08-18T16:07:37.947282,48,47,46,43,45,46,0
2026-08-18T16:07:37.947282,49,48,46,44,45,46,0
2026-08-18T16:07:37.947282,48,51,45,43,44,47,0
2026-08-18T16:07:37.951284,48,51,46,43,44,46,0
2026-08-18T16:07:37.951284,47,51,45,43,45,47,0
2026-08-18T16:07:37.951284,48,51,46,43,45,47,0
2026-08-18T16:07:37.955267,49,51,46,42,43,47,0
2026-08-18T16:07:37.955267,48,51,47,43,45,46,0
2026-08-18T16:07:37.956352,49,49,45,44,44,47,0
2026-08-18T16:07:37.959500,49,48,46,43,45,48,0
2026-08-18T16:07:37.959500,49,47,45,43,44,46,0
2026-08-18T16:07:37.960764,49,46,46,43,45,46,0
2026-08-18T16:07:37.963768,49,45,46,43,44,48,0
2026-08-18T16:07:37.963768,48,46,45,43,45,46,0
2026-08-18T16:07:37.963768,47,47,45,43,44,46,0
2026-08-18T16:07:37.967768,48,48,45,42,44,47,0
2026-08-18T16:07:37.967768,49,49,47,43,44,46,0
2026-08-18T16:07:37.967768,48,50,45,43,45,47,0
2026-08-18T16:07:37.971771,48,51,45,43,45,47,0
2026-08-18T16:07:37.972977,48,51,46,44,45,46,0
2026-08-18T16:07:37.973280,49,51,45,44,44,46,0
2026-08-18T16:07:37.975332,48,51,45,43,44,46,0
2026-08-18T16:07:37.976330,47,50,47,44,45,46,0
2026-08-18T16:07:37.976330,49,49,45,43,44,46,0
2026-08-18T16:07:37.979331,48,47,46,43,44,46,0
2026-08-18T16:07:37.980330,48,47,46,44,45,47,0
2026-08-18T16:07:37.980330,48,45,46,42,45,47,0
2026-08-18T16:07:37.983335,48,45,46,43,45,47,0
2026-08-18T16:07:37.984331,49,46,45,43,44,46,0
2026-08-18T16:07:37.984331,48,47,46,43,45,46,0
2026-08-18T16:07:37.987331,49,48,45,43,44,47,0
2026-08-18T16:07:37.988330,48,49,46,44,44,45,0
2026-08-18T16:07:37.988330,48,51,45,44,44,46,0
2026-08-18T16:07:37.992141,49,51,45,43,45,46,0
2026-08-18T16:07:37.992141,49,52,47,44,45,46,0
2026-08-18T16:07:37.992141,48,52,46,43,44,46,0
2026-08-18T16:07:37.996141,48,51,45,43,44,46,0
2026-08-18T16:07:37.996141,49,50,46,44,44,46,0
2026-08-18T16:07:37.996141,48,48,45,43,45,47,0
2026-08-18T16:07:38.000141,49,47,46,43,45,47,0
2026-08-18T16:07:38.000141,49,46,45,43,45,47,0
2026-08-18T16:07:38.001141,48,46,45,43,45,47,0
2026-08-18T16:07:38.004141,49,45,45,43,45,46,0
